0	0	-0.0403661
0	1	0.021641
0	2	0.018492
0	3	0.0353528
0	4	-0.0102811
0	5	-0.0305403
0	6	-0.0321741
0	7	0.0378758
8	0	-0.00293542
8	1	-0.00692678
8	2	0.0219868
8	3	-0.0236512
8	4	0.0167808
8	5	0.0182245
8	6	-0.0126705
8	7	-0.0108083
16	0	0.0528944
16	1	0.0137964
16	2	-0.0419442
16	3	-0.039891
16	4	-0.00400618
16	5	0.0311087
16	6	0.0118364
16	7	-0.0237943
24	0	-0.023276
24	1	0.0140576
24	2	-0.000254651
24	3	0.0160569
24	4	0.017497
24	5	-0.00254807
24	6	-0.042297
24	7	0.0207643
32	0	-0.00904201
32	1	-0.00336082
32	2	-0.0726624
32	3	0.0145305
32	4	0.0296997
32	5	0.0252884
32	6	0.0280367
32	7	-0.0124901
40	0	0.0329032
40	1	-0.0137771
40	2	-0.0116337
40	3	0.0171189
40	4	-0.0284253
40	5	0.00805138
40	6	-0.00145779
40	7	-0.00277961
48	0	-0.0327766
48	1	0.00465903
48	2	0.00719593
48	3	0.0120345
48	4	-0.0283698
48	5	0.0489864
48	6	-0.0476425
48	7	0.0359131
56	0	-0.0136428
56	1	0.0220051
56	2	-0.0298808
56	3	0.0329613
56	4	-0.00957824
56	5	-0.0127684
56	6	0.0247552
56	7	-0.0138514
64	0	0.00420996
64	1	-0.0355658
64	2	0.0468222
64	3	-0.0153117
64	4	0.044405
64	5	0.0136316
64	6	-0.0218402
64	7	-0.0363512
72	0	-0.0183349
72	1	-0.032144
72	2	0.0345284
72	3	-0.0567435
72	4	0.0414772
72	5	-0.00988326
72	6	0.0305391
72	7	0.010561
80	0	0.028611
80	1	0.0252531
80	2	0.0167196
80	3	-0.0179023
80	4	0.00521609
80	5	-0.0379196
80	6	-0.0267733
80	7	0.0067955
88	0	0.0507734
88	1	0.0295007
88	2	0.00202689
88	3	-0.0233468
88	4	-0.0178067
88	5	-0.00864797
88	6	-9.56038e-05
88	7	-0.0324039
96	0	-0.0446714
96	1	0.037054
96	2	0.00463622
96	3	-0.00798334
96	4	-0.0207415
96	5	0.0322516
96	6	-0.0343048
96	7	0.0337592
104	0	0.0360941
104	1	0.0102466
104	2	-0.00887149
104	3	-0.0443505
104	4	-0.0343741
104	5	0.00505205
104	6	0.0550871
104	7	-0.0188837
112	0	-0.0331239
112	1	-0.0327886
112	2	0.0366471
112	3	0.000482959
112	4	-0.0327357
112	5	0.0766485
112	6	-0.014604
112	7	-0.000526317
120	0	0.0230344
120	1	-0.0139943
120	2	-0.00364183
120	3	0.0258232
120	4	-0.0117753
120	5	0.0211422
120	6	0.0158067
120	7	-0.0563951
128	0	-0.0470501
128	1	0.0301434
128	2	0.0557345
128	3	-0.0264202
128	4	0.014902
128	5	-0.0489014
128	6	0.0416686
128	7	-0.0200767
136	0	-0.015801
136	1	-0.0158127
136	2	-0.0033523
136	3	0.040056
136	4	-0.0387337
136	5	-0.0054377
136	6	0.0275461
136	7	0.0115354
144	0	-0.00958314
144	1	0.0505582
144	2	-0.0144688
144	3	-0.0074118
144	4	-0.00276068
144	5	-0.056158
144	6	0.00419676
144	7	0.0356275
152	0	-0.0274551
152	1	0.0312632
152	2	0.0479491
152	3	-0.0379477
152	4	-0.0267346
152	5	0.0204062
152	6	0.0110852
152	7	-0.0185662
160	0	-0.0140629
160	1	0.0132238
160	2	0.0383012
160	3	0.0244781
160	4	0.00330439
160	5	-0.0578932
160	6	-0.00396727
160	7	-0.00338407
168	0	-0.0201244
168	1	0.00309656
