0	0	-0.015966	0
0	1	0.0182279	1
0	2	0.064988	1
0	3	-0.0205338	1
0	4	-0.00845797	0
0	5	-0.0302827	1
0	6	0.0253425	1
0	7	-0.0333179	0
8	0	0.0440739	0
8	1	0.00338056	1
8	2	0.0265202	0
8	3	0.0268614	0
8	4	-0.0543523	1
8	5	0.00167906	1
8	6	-0.0289545	0
8	7	-0.0192083	0
16	0	-0.00311941	0
16	1	-0.0581015	0
16	2	0.0878587	0
16	3	0.0136888	1
16	4	-0.0486448	0
16	5	0.0343964	0
16	6	0.00709544	1
16	7	-0.0331736	1
24	0	0.00868403	1
24	1	-0.0554112	0
24	2	-0.0195704	0
24	3	0.0349051	1
24	4	0.0739062	1
24	5	-0.0143669	0
24	6	-0.0332149	0
24	7	0.00506805	0
32	0	-0.0268459	0
32	1	0.0493669	1
32	2	0.0875373	1
32	3	-0.0524289	0
32	4	-0.0519513	1
32	5	-0.0197718	0
32	6	0.0259012	1
32	7	-0.0118075	0
40	0	0.0922963	0
40	1	-0.0249901	1
40	2	-0.0536776	0
40	3	-0.0177651	0
40	4	0.00860597	0
40	5	0.032869	1
40	6	-0.072298	0
40	7	0.0349596	1
48	0	-0.0365013	1
48	1	-0.00590365	1
48	2	-0.0118643	0
48	3	-0.027034	0
48	4	0.0115915	0
48	5	-0.000549668	0
48	6	0.00530762	1
48	7	0.0649539	1
56	0	-0.02976	0
56	1	0.0128944	0
56	2	-0.0655968	0
56	3	0.0544472	0
56	4	-0.0207634	1
56	5	0.0720832	1
56	6	-0.000319746	1
56	7	-0.022985	0
64	0	0.053743	1
64	1	-0.00645807	1
64	2	0.0183111	1
64	3	-0.057566	1
64	4	-0.0350396	0
64	5	-0.0145785	0
64	6	-0.0299534	1
64	7	0.0715415	0
72	0	-0.0444296	0
72	1	-0.0557458	0
72	2	0.0691939	1
72	3	0.0373867	1
72	4	0.0375351	1
72	5	-0.0102967	0
72	6	-0.0132993	1
72	7	-0.0203444	1
80	0	-0.0221667	1
80	1	0.0135301	1
80	2	0.00535278	1
80	3	-0.0258824	0
80	4	0.00868319	0
80	5	0.02234	1
80	6	0.00454292	0
80	7	-0.00639979	1
88	0	-0.056974	0
88	1	-0.0158484	0
88	2	0.103524	1
88	3	-0.026808	0
88	4	0.000358985	0
88	5	0.0259194	0
88	6	-0.0102086	1
88	7	-0.0199637	1
96	0	-0.00153287	1
96	1	-0.0422447	0
96	2	0.0254862	0
96	3	0.0526355	1
96	4	-0.0196913	1
96	5	0.0179129	1
96	6	-0.0060786	0
96	7	-0.0264872	0
104	0	0.0565707	0
104	1	0.0219476	1
104	2	-0.0796913	1
104	3	-0.0347791	0
104	4	0.0470571	1
104	5	0.0602202	1
104	6	-0.00935972	1
104	7	-0.0619654	1
112	0	-0.0258234	1
112	1	0.104897	1
112	2	-0.00918146	0
112	3	-0.0521505	0
112	4	0.0140764	0
112	5	-0.0220871	0
112	6	0.00614856	1
112	7	-0.0158794	0
120	0	-0.0451695	1
120	1	-0.00168471	1
120	2	-0.0305348	0
120	3	0.000370655	0
120	4	-0.00168879	1
120	5	-0.0197743	1
120	6	0.0686774	1
120	7	0.0298041	0
128	0	0.064004	0
128	1	-0.0645671	0
128	2	-0.0188102	1
128	3	0.0339973	0
128	4	0.0215362	1
128	5	-0.0656979	1
128	6	-0.0106475	0
128	7	0.0401852	0
136	0	0.104962	0
136	1	-0.0578443	0
136	2	-0.0112654	1
136	3	-0.0387883	0
136	4	0.00399752	0
136	5	-0.0524963	0
136	6	0.0420668	1
136	7	0.00936778	0
144	0	-0.0108315	1
144	1	0.00902837	0
144	2	-0.0321951	0
144	3	-0.0183492	1
144	4	0.0770807	0
144	5	0.0171836	1
144	6	-0.0123822	0
144	7	-0.0295346	0
152	0	0.0391572	0
152	1	-0.00201863	1
152	2	-0.0800194	1
152	3	-0.00315334	1
152	4	0.0477664	0
152	5	0.0017727	0
152	6	0.0240467	0
152	7	-0.0275516	1
160	0	-0.0297643	0
160	1	-0.0489219	1
160	2	-0.010229	0
160	3	0.139228	0
160	4	-0.0289207	0
160	5	-0.0626963	1
160	6	0.0159223	1
160	7	0.0253823	0
168	0	0.0196479	1
168	1	-0.00494155	0
168	2	0.0273438	1
168	3	-0.00410345	1
168	4	-0.0210789	1
168	5	-0.00372446	1
168	6	0.0267757	1
168	7	-0.039919	0
176	0	0.0288417	1
176	1	-0.0753242	1
176	2	-0.035836	1
176	3	-0.0400076	1
176	4	-0.0147497	0
176	5	0.012832	0
176	6	0.0183575	0
176	7	0.105886	0
184	0	0.0142458	1
184	1	-0.000907547	1
184	2	0.0157353	0
184	3	0.00639894	1
184	4	-0.0465359	1
184	5	-0.00506953	0
184	6	0.00588318	0
184	7	0.0102497	1
192	0	-0.049494	1
192	1	0.0141499	0
192	2	0.0487311	1
192	3	-0.0669195	0
192	4	0.0250242	0
192	5	-0.101938	1
192	6	0.0336484	0
192	7	0.0967982	1
200	0	0.038925	0
200	1	-0.00128918	1
200	2	0.00511529	1
200	3	-0.0132047	1
200	4	0.0565987	0
200	5	-0.0227421	0
200	6	-0.0676367	0
200	7	0.00423382	1
208	0	-0.0488385	0
