0	0	0.0401462	0.5
0	1	0.023088	0.5
0	2	0.0317005	0.5
0	3	-0.0582557	0.5
0	4	-0.016969	0.5
0	5	0.0126588	0.5
0	6	0.000359012	0.5
0	7	0.000827052	0.5
0	8	-0.0201448	0.5
0	9	-0.067562	0.5
0	10	0.00131467	0.5
0	11	0.00557376	0.5
0	12	-0.0658634	0.5
0	13	0.0520857	0.5
0	14	-0.00665808	0.5
0	15	-0.0303008	0.5
0	16	0.0121004	0.5
0	17	0.0817637	0.5
0	18	-0.0423574	0.5
0	19	-0.00438591	0.5
0	20	0.0695923	0.5
0	21	0.0332322	0.5
0	22	-0.0302907	0.5
0	23	-0.00131656	0.5
0	24	-0.0726458	0.5
0	25	-0.0342308	0.5
0	26	0.0469237	0.5
0	27	0.0415379	0.5
0	28	-0.0198789	0.5
0	29	-0.0226907	0.5
0	30	-0.0598706	0.5
0	31	-0.0460211	0.5
0	32	-0.0941578	0.5
0	33	0.0486617	0.5
0	34	0.00496851	0.5
0	35	0.0332273	0.5
0	36	-0.0250456	0.5
0	37	0.000635622	0.5
0	38	0.0287622	0.5
0	39	-0.0330926	0.5
0	40	-0.114863	0.5
0	41	-0.0279948	0.5
0	42	0.067586	0.5
0	43	0.018588	0.5
0	44	-0.02952	0.5
0	45	0.00318465	0.5
0	46	-0.0463773	0.5
0	47	0.00687818	0.5
0	48	0.010185	0.5
0	49	-0.0222146	0.5
0	50	0.0280203	0.5
0	51	-0.00292679	0.5
0	52	0.0706861	0.5
0	53	0.0091202	0.5
0	54	-0.00612992	0.5
0	55	0.014578	0.5
0	56	0.0766102	0.5
0	57	0.0120793	0.5
0	58	-0.0302283	0.5
0	59	-0.0524941	0.5
0	60	0.0585033	0.5
0	61	-0.0366233	0.5
0	62	0.0600341	0.5
0	63	-0.0274305	0.5
0	64	0.0522749	0.5
0	65	0.00792183	0.5
0	66	0.00673797	0.5
0	67	-0.00438874	0.5
0	68	-0.0341699	0.5
0	69	0.0867334	0.5
0	70	-0.0253456	0.5
0	71	-0.0231789	0.5
0	72	-0.0517226	0.5
0	73	0.0857792	0.5
0	74	0.0112671	0.5
0	75	-0.0131353	0.5
0	76	-0.0314022	0.5
0	77	0.0596475	0.5
